Rainfall - (MM), Year, Statistics, Country
358.311,1988, Jul Average, Nicaragua
495.016,1988, Aug Average, Nicaragua
346.828,1988, Sep Average, Nicaragua
366.149,1988, Oct Average, Nicaragua
138.942,1988, Nov Average, Nicaragua
123.06,1988, Dec Average, Nicaragua
77.0668,1989, Jan Average, Nicaragua
44.4052,1989, Feb Average, Nicaragua
34.7542,1989, Mar Average, Nicaragua
33.6413,1989, Apr Average, Nicaragua
138.917,1989, May Average, Nicaragua
296.165,1989, Jun Average, Nicaragua
277.203,1989, Jul Average, Nicaragua
290.362,1989, Aug Average, Nicaragua
352.367,1989, Sep Average, Nicaragua
275.88,1989, Oct Average, Nicaragua
183.271,1989, Nov Average, Nicaragua
168.298,1989, Dec Average, Nicaragua
87.0955,1990, Jan Average, Nicaragua
28.704,1990, Feb Average, Nicaragua
43.1417,1990, Mar Average, Nicaragua
49.3892,1990, Apr Average, Nicaragua
232.33,1990, May Average, Nicaragua
295.987,1990, Jun Average, Nicaragua
281.907,1990, Jul Average, Nicaragua
258.855,1990, Aug Average, Nicaragua
220.203,1990, Sep Average, Nicaragua
243.277,1990, Oct Average, Nicaragua
272.344,1990, Nov Average, Nicaragua
151.351,1990, Dec Average, Nicaragua
0.01006,1961, Jan Average, Niger
0.44684,1961, Feb Average, Niger
0.65596,1961, Mar Average, Niger
0.29947,1961, Apr Average, Niger
4.06531,1961, May Average, Niger
17.6629,1961, Jun Average, Niger
73.3254,1961, Jul Average, Niger
117.377,1961, Aug Average, Niger
21.3581,1961, Sep Average, Niger
0.14038,1961, Oct Average, Niger
0,1961, Nov Average, Niger
0,1961, Dec Average, Niger
0.01006,1962, Jan Average, Niger
0.44684,1962, Feb Average, Niger
0.06449,1962, Mar Average, Niger
1.29584,1962, Apr Average, Niger
5.06288,1962, May Average, Niger
18.3834,1962, Jun Average, Niger
71.6682,1962, Jul Average, Niger
81.7931,1962, Aug Average, Niger
24.0512,1962, Sep Average, Niger
3.59717,1962, Oct Average, Niger
0.16411,1962, Nov Average, Niger
0,1962, Dec Average, Niger
0.01006,1963, Jan Average, Niger
0.58841,1963, Feb Average, Niger
0.27712,1963, Mar Average, Niger
1.91718,1963, Apr Average, Niger
7.76658,1963, May Average, Niger
19.9196,1963, Jun Average, Niger
49.7295,1963, Jul Average, Niger
68.268,1963, Aug Average, Niger
23.151,1963, Sep Average, Niger
6.87273,1963, Oct Average, Niger
0.00318,1963, Nov Average, Niger
0,1963, Dec Average, Niger
0.01006,1964, Jan Average, Niger
0.40594,1964, Feb Average, Niger
1.22161,1964, Mar Average, Niger
3.19558,1964, Apr Average, Niger
6.73898,1964, May Average, Niger
21.6725,1964, Jun Average, Niger
71.9089,1964, Jul Average, Niger
112.422,1964, Aug Average, Niger
25.3978,1964, Sep Average, Niger
0.48162,1964, Oct Average, Niger
0.00058,1964, Nov Average, Niger
0.00341,1964, Dec Average, Niger
0.01006,1965, Jan Average, Niger
0.48353,1965, Feb Average, Niger
0.05457,1965, Mar Average, Niger
0.55454,1965, Apr Average, Niger
4.63713,1965, May Average, Niger
32.6605,1965, Jun Average, Niger
41.5842,1965, Jul Average, Niger
74.663,1965, Aug Average, Niger
40.3435,1965, Sep Average, Niger
1.18572,1965, Oct Average, Niger
0,1965, Nov Average, Niger
0,1965, Dec Average, Niger
0.01006,1966, Jan Average, Niger
0.40594,1966, Feb Average, Niger
0.62208,1966, Mar Average, Niger
3.44261,1966, Apr Average, Niger
11.288,1966, May Average, Niger
20.2025,1966, Jun Average, Niger
34.2753,1966, Jul Average, Niger
69.2799,1966, Aug Average, Niger
45.1619,1966, Sep Average, Niger
2.96948,1966, Oct Average, Niger
0.01448,1966, Nov Average, Niger
0,1966, Dec Average, Niger
0.01006,1967, Jan Average, Niger
0.40594,1967, Feb Average, Niger
1.5329,1967, Mar Average, Niger
1.52719,1967, Apr Average, Niger
1.91064,1967, May Average, Niger
15.1188,1967, Jun Average, Niger
48.22,1967, Jul Average, Niger
95.295,1967, Aug Average, Niger
38.1132,1967, Sep Average, Niger
0.69021,1967, Oct Average, Niger
0.00014,1967, Nov Average, Niger
0.00747,1967, Dec Average, Niger
0.01006,1968, Jan Average, Niger
0.4589,1968, Feb Average, Niger
0.18035,1968, Mar Average, Niger
6.0596,1968, Apr Average, Niger
12.3567,1968, May Average, Niger
25.1483,1968, Jun Average, Niger
41.6749,1968, Jul Average, Niger
61.0369,1968, Aug Average, Niger
17.8831,1968, Sep Average, Niger
1.74582,1968, Oct Average, Niger
0.01109,1968, Nov Average, Niger
0,1968, Dec Average, Niger
0.01006,1969, Jan Average, Niger
0.40594,1969, Feb Average, Niger
0.0638,1969, Mar Average, Niger
1.06504,1969, Apr Average, Niger
5.05011,1969, May Average, Niger
17.0687,1969, Jun Average, Niger
41.9762,1969, Jul Average, Niger
71.4727,1969, Aug Average, Niger
24.0798,1969, Sep Average, Niger
6.13041,1969, Oct Average, Niger
0.01005,1969, Nov Average, Niger
0,1969, Dec Average, Niger
0.01006,1970, Jan Average, Niger
0.40594,1970, Feb Average, Niger
0.08501,1970, Mar Average, Niger
0.25549,1970, Apr Average, Niger
6.21879,1970, May Average, Niger
6.80597,1970, Jun Average, Niger
55.2529,1970, Jul Average, Niger
56.1789,1970, Aug Average, Niger
25.1052,1970, Sep Average, Niger
0.10944,1970, Oct Average, Niger
0,1970, Nov Average, Niger
0,1970, Dec Average, Niger
0.01006,1971, Jan Average, Niger
0.46145,1971, Feb Average, Niger
0.27814,1971, Mar Average, Niger
0.18703,1971, Apr Average, Niger
5.70636,1971, May Average, Niger
9.07408,1971, Jun Average, Niger
36.5201,1971, Jul Average, Niger
70.594,1971, Aug Average, Niger
20.1477,1971, Sep Average, Niger
0.56902,1971, Oct Average, Niger
0,1971, Nov Average, Niger
0.00063,1971, Dec Average, Niger
0.01006,1972, Jan Average, Niger
0.43389,1972, Feb Average, Niger
0.15383,1972, Mar Average, Niger
2.65216,1972, Apr Average, Niger
6.73744,1972, May Average, Niger
22.7768,1972, Jun Average, Niger
22.9964,1972, Jul Average, Niger
56.6225,1972, Aug Average, Niger
10.0474,1972, Sep Average, Niger
2.75297,1972, Oct Average, Niger
0,1972, Nov Average, Niger
0.01808,1972, Dec Average, Niger
0.01006,1973, Jan Average, Niger
0.43924,1973, Feb Average, Niger
0.09028,1973, Mar Average, Niger
1.51391,1973, Apr Average, Niger
1.69097,1973, May Average, Niger
9.97524,1973, Jun Average, Niger
39.7864,1973, Jul Average, Niger
37.9657,1973, Aug Average, Niger
12.1466,1973, Sep Average, Niger
0.27678,1973, Oct Average, Niger
3.00E-05,1973, Nov Average, Niger
0,1973, Dec Average, Niger
0.01006,1974, Jan Average, Niger
0.40594,1974, Feb Average, Niger
0.52859,1974, Mar Average, Niger
0.51353,1974, Apr Average, Niger
5.66866,1974, May Average, Niger
9.27493,1974, Jun Average, Niger
61.8875,1974, Jul Average, Niger
79.2472,1974, Aug Average, Niger
21.0616,1974, Sep Average, Niger
3.74473,1974, Oct Average, Niger
0.00788,1974, Nov Average, Niger
0,1974, Dec Average, Niger
0.01006,1975, Jan Average, Niger
0.41022,1975, Feb Average, Niger
0.07074,1975, Mar Average, Niger
1.24642,1975, Apr Average, Niger
11.2318,1975, May Average, Niger
14.7938,1975, Jun Average, Niger
51.48,1975, Jul Average, Niger
62.1197,1975, Aug Average, Niger
19.8315,1975, Sep Average, Niger
0.19486,1975, Oct Average, Niger
0.01281,1975, Nov Average, Niger
0,1975, Dec Average, Niger
0.01006,1976, Jan Average, Niger
0.51944,1976, Feb Average, Niger
0.21737,1976, Mar Average, Niger
0.73591,1976, Apr Average, Niger
8.26759,1976, May Average, Niger
22.356,1976, Jun Average, Niger
40.3136,1976, Jul Average, Niger
49.2629,1976, Aug Average, Niger
25.6884,1976, Sep Average, Niger
10.7571,1976, Oct Average, Niger
0.01856,1976, Nov Average, Niger
0,1976, Dec Average, Niger
0.01006,1977, Jan Average, Niger
0.40594,1977, Feb Average, Niger
0.10399,1977, Mar Average, Niger
0.13779,1977, Apr Average, Niger
4.74216,1977, May Average, Niger
12.5857,1977, Jun Average, Niger
52.0482,1977, Jul Average, Niger
74.2829,1977, Aug Average, Niger
21.5368,1977, Sep Average, Niger
0.3758,1977, Oct Average, Niger
0.0002,1977, Nov Average, Niger
0.0003,1977, Dec Average, Niger
0.01006,1978, Jan Average, Niger
0.40954,1978, Feb Average, Niger
2.28514,1978, Mar Average, Niger
6.91325,1978, Apr Average, Niger
6.90298,1978, May Average, Niger
24.353,1978, Jun Average, Niger
89.3515,1978, Jul Average, Niger
52.7324,1978, Aug Average, Niger
26.3661,1978, Sep Average, Niger
3.87343,1978, Oct Average, Niger
2.00E-05,1978, Nov Average, Niger
0,1978, Dec Average, Niger
0.01006,1979, Jan Average, Niger
0.40594,1979, Feb Average, Niger
0.6817,1979, Mar Average, Niger
0.53845,1979, Apr Average, Niger
9.41705,1979, May Average, Niger
25.5941,1979, Jun Average, Niger
50.6217,1979, Jul Average, Niger
59.3022,1979, Aug Average, Niger
19.9707,1979, Sep Average, Niger
1.83419,1979, Oct Average, Niger
0.19247,1979, Nov Average, Niger
0,1979, Dec Average, Niger
0.01006,1980, Jan Average, Niger
0.40627,1980, Feb Average, Niger
0.1367,1980, Mar Average, Niger
0.81174,1980, Apr Average, Niger
8.66624,1980, May Average, Niger
28.9393,1980, Jun Average, Niger
61.9368,1980, Jul Average, Niger
65.234,1980, Aug Average, Niger
10.5019,1980, Sep Average, Niger
0.93464,1980, Oct Average, Niger
0.01106,1980, Nov Average, Niger
0,1980, Dec Average, Niger
0.01006,1981, Jan Average, Niger
0.40851,1981, Feb Average, Niger
0.05422,1981, Mar Average, Niger
1.20677,1981, Apr Average, Niger
8.74505,1981, May Average, Niger
24.6418,1981, Jun Average, Niger
53.494,1981, Jul Average, Niger
41.3958,1981, Aug Average, Niger
14.6724,1981, Sep Average, Niger
0.19943,1981, Oct Average, Niger
0,1981, Nov Average, Niger
0,1981, Dec Average, Niger
0.01006,1982, Jan Average, Niger
0.87747,1982, Feb Average, Niger
0.62185,1982, Mar Average, Niger
1.22973,1982, Apr Average, Niger
7.36138,1982, May Average, Niger
14.0084,1982, Jun Average, Niger
31.4433,1982, Jul Average, Niger
74.397,1982, Aug Average, Niger
8.66506,1982, Sep Average, Niger
1.48815,1982, Oct Average, Niger
0.01785,1982, Nov Average, Niger
0,1982, Dec Average, Niger
0.01006,1983, Jan Average, Niger
0.60958,1983, Feb Average, Niger
0.11617,1983, Mar Average, Niger
0.22012,1983, Apr Average, Niger
5.44533,1983, May Average, Niger
17.8682,1983, Jun Average, Niger
34.9585,1983, Jul Average, Niger
44.1081,1983, Aug Average, Niger
18.1266,1983, Sep Average, Niger
0.84548,1983, Oct Average, Niger
0,1983, Nov Average, Niger
0,1983, Dec Average, Niger
0.01006,1984, Jan Average, Niger
0.43058,1984, Feb Average, Niger
0.27105,1984, Mar Average, Niger
0.58124,1984, Apr Average, Niger
7.61909,1984, May Average, Niger
9.00443,1984, Jun Average, Niger
23.9833,1984, Jul Average, Niger
16.0781,1984, Aug Average, Niger
22.0463,1984, Sep Average, Niger
1.08642,1984, Oct Average, Niger
0.00019,1984, Nov Average, Niger
0,1984, Dec Average, Niger
0.01006,1985, Jan Average, Niger
0.40594,1985, Feb Average, Niger
0.78402,1985, Mar Average, Niger
0.25714,1985, Apr Average, Niger
2.289,1985, May Average, Niger
14.1477,1985, Jun Average, Niger
41.2184,1985, Jul Average, Niger
55.4947,1985, Aug Average, Niger
20.8709,1985, Sep Average, Niger
0.14698,1985, Oct Average, Niger
3.00E-05,1985, Nov Average, Niger
0,1985, Dec Average, Niger
0.01006,1986, Jan Average, Niger
0.40675,1986, Feb Average, Niger
0.21424,1986, Mar Average, Niger
0.8171,1986, Apr Average, Niger
3.03947,1986, May Average, Niger
13.2787,1986, Jun Average, Niger
46.6208,1986, Jul Average, Niger
52.6347,1986, Aug Average, Niger
33.1651,1986, Sep Average, Niger
1.42801,1986, Oct Average, Niger
0.00803,1986, Nov Average, Niger
0,1986, Dec Average, Niger
0.01006,1987, Jan Average, Niger
0.40594,1987, Feb Average, Niger
0.65415,1987, Mar Average, Niger
0.24146,1987, Apr Average, Niger
3.51816,1987, May Average, Niger
8.80225,1987, Jun Average, Niger
30.6577,1987, Jul Average, Niger
45.5897,1987, Aug Average, Niger
14.8294,1987, Sep Average, Niger
2.37812,1987, Oct Average, Niger
0,1987, Nov Average, Niger
0,1987, Dec Average, Niger
0.01006,1988, Jan Average, Niger
0.49653,1988, Feb Average, Niger
0.2458,1988, Mar Average, Niger
3.29234,1988, Apr Average, Niger
0.93811,1988, May Average, Niger
21.246,1988, Jun Average, Niger
55.7508,1988, Jul Average, Niger
87.3018,1988, Aug Average, Niger
24.8164,1988, Sep Average, Niger
0.66531,1988, Oct Average, Niger
0.00254,1988, Nov Average, Niger
0,1988, Dec Average, Niger
0.01006,1989, Jan Average, Niger
0.40594,1989, Feb Average, Niger
0.31116,1989, Mar Average, Niger
0.19559,1989, Apr Average, Niger
4.42676,1989, May Average, Niger
14.1644,1989, Jun Average, Niger
38.136,1989, Jul Average, Niger
82.2558,1989, Aug Average, Niger
17.4809,1989, Sep Average, Niger
3.97675,1989, Oct Average, Niger
0,1989, Nov Average, Niger
0.0225,1989, Dec Average, Niger
0.01006,1990, Jan Average, Niger
0.40596,1990, Feb Average, Niger
0.05528,1990, Mar Average, Niger
0.82746,1990, Apr Average, Niger
9.60491,1990, May Average, Niger
11.2404,1990, Jun Average, Niger
50.7603,1990, Jul Average, Niger
39.9511,1990, Aug Average, Niger
12.9866,1990, Sep Average, Niger
0.34935,1990, Oct Average, Niger
0.00656,1990, Nov Average, Niger
0.00308,1990, Dec Average, Niger
8.27206,1961, Jan Average, Nigeria
2.1033,1961, Feb Average, Nigeria
18.347,1961, Mar Average, Nigeria
73.3112,1961, Apr Average, Nigeria
73.4611,1961, May Average, Nigeria
175.241,1961, Jun Average, Nigeria
270.426,1961, Jul Average, Nigeria
187.801,1961, Aug Average, Nigeria
204.624,1961, Sep Average, Nigeria
75.4475,1961, Oct Average, Nigeria
7.29115,1961, Nov Average, Nigeria
2.94828,1961, Dec Average, Nigeria
2.66019,1962, Jan Average, Nigeria
3.3193,1962, Feb Average, Nigeria
53.7249,1962, Mar Average, Nigeria
76.4875,1962, Apr Average, Nigeria
115.702,1962, May Average, Nigeria
206.933,1962, Jun Average, Nigeria
197.033,1962, Jul Average, Nigeria
250.127,1962, Aug Average, Nigeria
226.197,1962, Sep Average, Nigeria
145.115,1962, Oct Average, Nigeria
36.7387,1962, Nov Average, Nigeria
3.77482,1962, Dec Average, Nigeria
2.66461,1963, Jan Average, Nigeria
16.2437,1963, Feb Average, Nigeria
31.6866,1963, Mar Average, Nigeria
93.0328,1963, Apr Average, Nigeria
108.843,1963, May Average, Nigeria
164.973,1963, Jun Average, Nigeria
231.936,1963, Jul Average, Nigeria
305.834,1963, Aug Average, Nigeria
206.668,1963, Sep Average, Nigeria
146.462,1963, Oct Average, Nigeria
9.73181,1963, Nov Average, Nigeria
5.99948,1963, Dec Average, Nigeria
1.24919,1964, Jan Average, Nigeria
5.90888,1964, Feb Average, Nigeria
42.36,1964, Mar Average, Nigeria
81.5023,1964, Apr Average, Nigeria
125.113,1964, May Average, Nigeria
176.351,1964, Jun Average, Nigeria
224.523,1964, Jul Average, Nigeria
207.071,1964, Aug Average, Nigeria
225.272,1964, Sep Average, Nigeria
89.9816,1964, Oct Average, Nigeria
19.6967,1964, Nov Average, Nigeria
3.50408,1964, Dec Average, Nigeria
9.00925,1965, Jan Average, Nigeria
14.4195,1965, Feb Average, Nigeria
29.3069,1965, Mar Average, Nigeria
77.3987,1965, Apr Average, Nigeria
88.3942,1965, May Average, Nigeria
200.526,1965, Jun Average, Nigeria
217.868,1965, Jul Average, Nigeria
252.233,1965, Aug Average, Nigeria
192.142,1965, Sep Average, Nigeria
69.2928,1965, Oct Average, Nigeria
4.06709,1965, Nov Average, Nigeria
3.55023,1965, Dec Average, Nigeria
6.05769,1966, Jan Average, Nigeria
4.17618,1966, Feb Average, Nigeria
29.8413,1966, Mar Average, Nigeria
110.172,1966, Apr Average, Nigeria
138.378,1966, May Average, Nigeria
172.018,1966, Jun Average, Nigeria
170.041,1966, Jul Average, Nigeria
243.226,1966, Aug Average, Nigeria
217.922,1966, Sep Average, Nigeria
102.5,1966, Oct Average, Nigeria
21.1301,1966, Nov Average, Nigeria
2.76364,1966, Dec Average, Nigeria
2.63076,1967, Jan Average, Nigeria
3.82221,1967, Feb Average, Nigeria
36.389,1967, Mar Average, Nigeria
78.2994,1967, Apr Average, Nigeria
83.7556,1967, May Average, Nigeria
164.622,1967, Jun Average, Nigeria
204.151,1967, Jul Average, Nigeria
232.831,1967, Aug Average, Nigeria
222.48,1967, Sep Average, Nigeria
88.9423,1967, Oct Average, Nigeria
14.3864,1967, Nov Average, Nigeria
7.44427,1967, Dec Average, Nigeria
4.47312,1968, Jan Average, Nigeria
12.1964,1968, Feb Average, Nigeria
33.0125,1968, Mar Average, Nigeria
114.468,1968, Apr Average, Nigeria
132.093,1968, May Average, Nigeria
180.859,1968, Jun Average, Nigeria
235.304,1968, Jul Average, Nigeria
281.311,1968, Aug Average, Nigeria
196.798,1968, Sep Average, Nigeria
69.1722,1968, Oct Average, Nigeria
10.804,1968, Nov Average, Nigeria
3.77175,1968, Dec Average, Nigeria
1.95336,1969, Jan Average, Nigeria
5.85011,1969, Feb Average, Nigeria
46.3072,1969, Mar Average, Nigeria
78.1618,1969, Apr Average, Nigeria
110.347,1969, May Average, Nigeria
178.049,1969, Jun Average, Nigeria
240.639,1969, Jul Average, Nigeria
240.529,1969, Aug Average, Nigeria
198.067,1969, Sep Average, Nigeria
133.043,1969, Oct Average, Nigeria
22.615,1969, Nov Average, Nigeria
1.67955,1969, Dec Average, Nigeria
9.85063,1970, Jan Average, Nigeria
3.96127,1970, Feb Average, Nigeria
33.2696,1970, Mar Average, Nigeria
53.9203,1970, Apr Average, Nigeria
123.877,1970, May Average, Nigeria
121.897,1970, Jun Average, Nigeria
195.573,1970, Jul Average, Nigeria
254.974,1970, Aug Average, Nigeria
229.978,1970, Sep Average, Nigeria
74.6299,1970, Oct Average, Nigeria
5.6267,1970, Nov Average, Nigeria
0.06245,1970, Dec Average, Nigeria
3.23977,1971, Jan Average, Nigeria
16.6086,1971, Feb Average, Nigeria
30.7718,1971, Mar Average, Nigeria
38.0863,1971, Apr Average, Nigeria
113.529,1971, May Average, Nigeria
134.291,1971, Jun Average, Nigeria
233.773,1971, Jul Average, Nigeria
248.086,1971, Aug Average, Nigeria
214.798,1971, Sep Average, Nigeria
59.7334,1971, Oct Average, Nigeria
4.69656,1971, Nov Average, Nigeria
4.1705,1971, Dec Average, Nigeria
4.61502,1972, Jan Average, Nigeria
16.8884,1972, Feb Average, Nigeria
31.1391,1972, Mar Average, Nigeria
81.2105,1972, Apr Average, Nigeria
156.737,1972, May Average, Nigeria
147.411,1972, Jun Average, Nigeria
155.059,1972, Jul Average, Nigeria
217.224,1972, Aug Average, Nigeria
161.675,1972, Sep Average, Nigeria
76.9969,1972, Oct Average, Nigeria
3.8468,1972, Nov Average, Nigeria
6.71121,1972, Dec Average, Nigeria
2.90292,1973, Jan Average, Nigeria
6.58273,1973, Feb Average, Nigeria
20.2968,1973, Mar Average, Nigeria
53.8955,1973, Apr Average, Nigeria
81.6093,1973, May Average, Nigeria
136.678,1973, Jun Average, Nigeria
160.715,1973, Jul Average, Nigeria
222.773,1973, Aug Average, Nigeria
194.992,1973, Sep Average, Nigeria
74.2699,1973, Oct Average, Nigeria
5.0762,1973, Nov Average, Nigeria
8.70949,1973, Dec Average, Nigeria
3.77996,1974, Jan Average, Nigeria
7.45744,1974, Feb Average, Nigeria
25.2533,1974, Mar Average, Nigeria
65.7878,1974, Apr Average, Nigeria
109.013,1974, May Average, Nigeria
134.771,1974, Jun Average, Nigeria
253.52,1974, Jul Average, Nigeria
204.424,1974, Aug Average, Nigeria
235.417,1974, Sep Average, Nigeria
104.328,1974, Oct Average, Nigeria
6.80098,1974, Nov Average, Nigeria
1.40777,1974, Dec Average, Nigeria
0.15256,1975, Jan Average, Nigeria
14.1762,1975, Feb Average, Nigeria
29.5647,1975, Mar Average, Nigeria
86.6277,1975, Apr Average, Nigeria
121.693,1975, May Average, Nigeria
136.982,1975, Jun Average, Nigeria
254.466,1975, Jul Average, Nigeria
196.874,1975, Aug Average, Nigeria
216.893,1975, Sep Average, Nigeria
83.6773,1975, Oct Average, Nigeria
23.6263,1975, Nov Average, Nigeria
5.86558,1975, Dec Average, Nigeria
1.65536,1976, Jan Average, Nigeria
33.6806,1976, Feb Average, Nigeria
32.6871,1976, Mar Average, Nigeria
68.4988,1976, Apr Average, Nigeria
123.352,1976, May Average, Nigeria
159.282,1976, Jun Average, Nigeria
158.926,1976, Jul Average, Nigeria
187.35,1976, Aug Average, Nigeria
164.451,1976, Sep Average, Nigeria
187.538,1976, Oct Average, Nigeria
28.8475,1976, Nov Average, Nigeria
6.53529,1976, Dec Average, Nigeria
6.77899,1977, Jan Average, Nigeria
6.15782,1977, Feb Average, Nigeria
15.0485,1977, Mar Average, Nigeria
26.8881,1977, Apr Average, Nigeria
100.154,1977, May Average, Nigeria
148.021,1977, Jun Average, Nigeria
181.947,1977, Jul Average, Nigeria
225.779,1977, Aug Average, Nigeria
199.13,1977, Sep Average, Nigeria
89.8772,1977, Oct Average, Nigeria
3.93671,1977, Nov Average, Nigeria
4.87807,1977, Dec Average, Nigeria
3.78134,1978, Jan Average, Nigeria
11.3801,1978, Feb Average, Nigeria
42.322,1978, Mar Average, Nigeria
138.102,1978, Apr Average, Nigeria
135.396,1978, May Average, Nigeria
163.433,1978, Jun Average, Nigeria
227.391,1978, Jul Average, Nigeria
209.98,1978, Aug Average, Nigeria
199.792,1978, Sep Average, Nigeria
120.874,1978, Oct Average, Nigeria
20.7211,1978, Nov Average, Nigeria
2.19196,1978, Dec Average, Nigeria
1.97305,1979, Jan Average, Nigeria
13.7011,1979, Feb Average, Nigeria
30.9232,1979, Mar Average, Nigeria
65.8319,1979, Apr Average, Nigeria
132.345,1979, May Average, Nigeria
166.443,1979, Jun Average, Nigeria
239.633,1979, Jul Average, Nigeria
241.442,1979, Aug Average, Nigeria
171.274,1979, Sep Average, Nigeria
92.1347,1979, Oct Average, Nigeria
25.0585,1979, Nov Average, Nigeria
0.49651,1979, Dec Average, Nigeria
2.20937,1980, Jan Average, Nigeria
8.10412,1980, Feb Average, Nigeria
21.7008,1980, Mar Average, Nigeria
50.9611,1980, Apr Average, Nigeria
147.381,1980, May Average, Nigeria
155.686,1980, Jun Average, Nigeria
227.673,1980, Jul Average, Nigeria
276.059,1980, Aug Average, Nigeria
188.833,1980, Sep Average, Nigeria
113.77,1980, Oct Average, Nigeria
20.5257,1980, Nov Average, Nigeria
0.91753,1980, Dec Average, Nigeria
2.9057,1981, Jan Average, Nigeria
2.60198,1981, Feb Average, Nigeria
21.8332,1981, Mar Average, Nigeria
66.3286,1981, Apr Average, Nigeria
137.976,1981, May Average, Nigeria
172.429,1981, Jun Average, Nigeria
230.681,1981, Jul Average, Nigeria
208.107,1981, Aug Average, Nigeria
180.792,1981, Sep Average, Nigeria
77.2976,1981, Oct Average, Nigeria
7.3325,1981, Nov Average, Nigeria
0.20043,1981, Dec Average, Nigeria
6.95753,1982, Jan Average, Nigeria
15.9391,1982, Feb Average, Nigeria
29.0777,1982, Mar Average, Nigeria
75.0293,1982, Apr Average, Nigeria
105.185,1982, May Average, Nigeria
127.896,1982, Jun Average, Nigeria
201.377,1982, Jul Average, Nigeria
200.521,1982, Aug Average, Nigeria
156.487,1982, Sep Average, Nigeria
99.3003,1982, Oct Average, Nigeria
8.58437,1982, Nov Average, Nigeria
0.50594,1982, Dec Average, Nigeria
0,1983, Jan Average, Nigeria
3.44799,1983, Feb Average, Nigeria
15.9058,1983, Mar Average, Nigeria
27.305,1983, Apr Average, Nigeria
110.563,1983, May Average, Nigeria
148.635,1983, Jun Average, Nigeria
180.893,1983, Jul Average, Nigeria
166.136,1983, Aug Average, Nigeria
159.582,1983, Sep Average, Nigeria
35.2547,1983, Oct Average, Nigeria
8.81113,1983, Nov Average, Nigeria
8.27903,1983, Dec Average, Nigeria
0.28632,1984, Jan Average, Nigeria
3.00077,1984, Feb Average, Nigeria
35.7956,1984, Mar Average, Nigeria
60.6293,1984, Apr Average, Nigeria
121.879,1984, May Average, Nigeria
129.253,1984, Jun Average, Nigeria
212.972,1984, Jul Average, Nigeria
187.284,1984, Aug Average, Nigeria
194.448,1984, Sep Average, Nigeria
80.0636,1984, Oct Average, Nigeria
13.8653,1984, Nov Average, Nigeria
1.08102,1984, Dec Average, Nigeria
4.17316,1985, Jan Average, Nigeria
2.56878,1985, Feb Average, Nigeria
66.5912,1985, Mar Average, Nigeria
40.7886,1985, Apr Average, Nigeria
121.23,1985, May Average, Nigeria
159.458,1985, Jun Average, Nigeria
215.774,1985, Jul Average, Nigeria
216.071,1985, Aug Average, Nigeria
195.137,1985, Sep Average, Nigeria
50.1848,1985, Oct Average, Nigeria
12.0246,1985, Nov Average, Nigeria
0.80311,1985, Dec Average, Nigeria
5.67526,1986, Jan Average, Nigeria
14.4017,1986, Feb Average, Nigeria
44.2871,1986, Mar Average, Nigeria
42.7865,1986, Apr Average, Nigeria
89.3173,1986, May Average, Nigeria
129.415,1986, Jun Average, Nigeria
224.13,1986, Jul Average, Nigeria
177.756,1986, Aug Average, Nigeria
209.224,1986, Sep Average, Nigeria
91.8811,1986, Oct Average, Nigeria
14.2403,1986, Nov Average, Nigeria
0.01274,1986, Dec Average, Nigeria
0.78514,1987, Jan Average, Nigeria
14.4628,1987, Feb Average, Nigeria
35.029,1987, Mar Average, Nigeria
27.0341,1987, Apr Average, Nigeria
85.4482,1987, May Average, Nigeria
133.01,1987, Jun Average, Nigeria
173.67,1987, Jul Average, Nigeria
277.652,1987, Aug Average, Nigeria
159.712,1987, Sep Average, Nigeria
88.5393,1987, Oct Average, Nigeria
4.36012,1987, Nov Average, Nigeria
2.15654,1987, Dec Average, Nigeria
6.21832,1988, Jan Average, Nigeria
14.6415,1988, Feb Average, Nigeria
27.4384,1988, Mar Average, Nigeria
77.9256,1988, Apr Average, Nigeria
98.5183,1988, May Average, Nigeria
165.741,1988, Jun Average, Nigeria
208.342,1988, Jul Average, Nigeria
255.873,1988, Aug Average, Nigeria
219.023,1988, Sep Average, Nigeria
71.9998,1988, Oct Average, Nigeria
5.76916,1988, Nov Average, Nigeria
9.58379,1988, Dec Average, Nigeria
0.23431,1989, Jan Average, Nigeria
1.04887,1989, Feb Average, Nigeria
19.7036,1989, Mar Average, Nigeria
59.4978,1989, Apr Average, Nigeria
118.422,1989, May Average, Nigeria
163.982,1989, Jun Average, Nigeria
203.87,1989, Jul Average, Nigeria
250.052,1989, Aug Average, Nigeria
166.295,1989, Sep Average, Nigeria
119.242,1989, Oct Average, Nigeria
6.65335,1989, Nov Average, Nigeria
1.14511,1989, Dec Average, Nigeria
4.43254,1990, Jan Average, Nigeria
4.76673,1990, Feb Average, Nigeria
4.90572,1990, Mar Average, Nigeria
66.0425,1990, Apr Average, Nigeria
113.89,1990, May Average, Nigeria
135.796,1990, Jun Average, Nigeria
252.671,1990, Jul Average, Nigeria
215.152,1990, Aug Average, Nigeria
163.032,1990, Sep Average, Nigeria
83.6002,1990, Oct Average, Nigeria
14.1846,1990, Nov Average, Nigeria
14.6462,1990, Dec Average, Nigeria
346.558,1961, Jan Average, Northern Mariana Islands
148.079,1961, Feb Average, Northern Mariana Islands
281.894,1961, Mar Average, Northern Mariana Islands
